00bcec00	trAddArmyToPlan(armyname, planname): Adds the units in the specified army to the specified plan.	"trAddArmyToPlan(armyname, planname): Adds the units in the specified army to the specified plan."	ds	1
00bcec74	trKillAIPlan(playerID, planName) : No help 	"trKillAIPlan(playerID, planName) : No help "	ds	1
00bcecb0	trCreateAttackPlan(armyName, PlanName, attackPlayerID, attackX, attackY, attackZ, engageRange, evaluationFrequency) : No help 	"trCreateAttackPlan(armyName, PlanName, attackPlayerID, attackX, attackY, attackZ, engageRange, evaluationFrequency) : No help "	ds	1
00bced48	trCreateDefendPlan(armyName, defendPlanName, defendX, defendY, defendZ, engageRange, evaluationFrequency, gatherdistance) : No help 	"trCreateDefendPlan(armyName, defendPlanName, defendX, defendY, defendZ, engageRange, evaluationFrequency, gatherdistance) : No help "	ds	1
00bcedf8	trUnitMakeInvulnerable( <enable> ) : Makes a unit invulnerable to damage.  Turn it off to return the unit to normal.	"trUnitMakeInvulnerable( <enable> ) : Makes a unit invulnerable to damage.  Turn it off to return the unit to normal."	ds	1
00bcee88	trActivateTrigger(<eventID>) : Activates (sets active = true) the trigger specified by the given eventID.	"trActivateTrigger(<eventID>) : Activates (sets active = true) the trigger specified by the given eventID."	ds	1
00bcef08	trDisableTrigger(<eventID>) : Disables (sets active = false) the trigger specified by the given eventID.	"trDisableTrigger(<eventID>) : Disables (sets active = false) the trigger specified by the given eventID."	ds	1
00bcef88	trCameraPanWithUnit( <enable> <trigger ID>) : Moves the camera in the same direction that a particular unit moves.	"trCameraPanWithUnit( <enable> <trigger ID>) : Moves the camera in the same direction that a particular unit moves."	ds	1
00bcf010	trCameraLockOnUnit( <enable> <time to orient> <trigger ID>) : Orients the camera to the selected unit, and keeps it locked on that unit. ): puts the camera in the specified location.	"trCameraLockOnUnit( <enable> <time to orient> <trigger ID>) : Orients the camera to the selected unit, and keeps it locked on that unit. ): puts the camera in the specified location."	ds	1
00bcf0e0	trUnitFaceUnit( <unitScenarioName> <eventID> : Moves the selected unit(s) to face the given unit.	"trUnitFaceUnit( <unitScenarioName> <eventID> : Moves the selected unit(s) to face the given unit."	ds	1
00bcf228	trVPAnnualAwards(enable): enables/disables the award of VP's each year.	"trVPAnnualAwards(enable): enables/disables the award of VP's each year."	ds	1
00bcf288	trPlayerVPCount(playerID): returns the number of victory points for the player.	"trPlayerVPCount(playerID): returns the number of victory points for the player."	ds	1
00bcf2e8	trGrantVP(player, number): Grants a number of Scenario VP to a player	"trGrantVP(player, number): Grants a number of Scenario VP to a player"	ds	1
00bcf340	trQuestVarEcho(varname, value) : chats out the value of one of the trigger scratch variables	"trQuestVarEcho(varname, value) : chats out the value of one of the trigger scratch variables"	ds	1
00bcf3b0	trQuestVarGet(varname) : retrieve value of a trigger scratch variable, returns zero if unset	"trQuestVarGet(varname) : retrieve value of a trigger scratch variable, returns zero if unset"	ds	1
00bcf420	trQuestVarSetFromRand(varname, minval, maxval, round) : sets one of the trigger scratch variables within a random range	"trQuestVarSetFromRand(varname, minval, maxval, round) : sets one of the trigger scratch variables within a random range"	ds	1
00bcf4b0	trQuestVarCopy(var1, var2) : copies value of one of the trigger scratch variables	"trQuestVarCopy(var1, var2) : copies value of one of the trigger scratch variables"	ds	1
00bcf518	trQuestVarSet(varname, value) : sets one of the trigger scratch variables	"trQuestVarSet(varname, value) : sets one of the trigger scratch variables"	ds	1
00bcf578	trOverlayText(message, time, x, y, width, background) : puts up a big movie-credits style text overlay, optionally in a strange location, and now with a background	"trOverlayText(message, time, x, y, width, background) : puts up a big movie-credits style text overlay, optionally in a strange location, and now with a background"	ds	1
00bcf630	trDamageUnitsInArea(player, unitType, dist, damage): All units within dist of the selected ref object that match type take dmg	"trDamageUnitsInArea(player, unitType, dist, damage): All units within dist of the selected ref object that match type take dmg"	ds	1
00bcf6c8	trDamageUnit(amt): does a specific amount of damage to HP in instant typeless damage.	"trDamageUnit(amt): does a specific amount of damage to HP in instant typeless damage."	ds	1
00bcf730	trDamageUnitPercent(percent): does % percent of a unit's total HP in instant typeless damage.	"trDamageUnitPercent(percent): does % percent of a unit's total HP in instant typeless damage."	ds	1
00bcf7a8	trModifyProtounit(unit, player, field, delta): modifies proto unit data for this scenario only.	"trModifyProtounit(unit, player, field, delta): modifies proto unit data for this scenario only."	ds	1
00bcf820	trShowChoiceDialog(maintext, choice1, event1, choice2, event2) : displays dialog with 2 choices, and activates a trigger in response	"trShowChoiceDialog(maintext, choice1, event1, choice2, event2) : displays dialog with 2 choices, and activates a trigger in response"	ds	1
00bcf8d8	trShowImageDialog(texture, subtitle) : displays a custom image in a dialog, with a subtitle	"trShowImageDialog(texture, subtitle) : displays a custom image in a dialog, with a subtitle"	ds	1
00bcf948	trEchoStatValue(player, stat) : fetch a stat value from the KB and echo to chat	"trEchoStatValue(player, stat) : fetch a stat value from the KB and echo to chat"	ds	1
00bcf9a8	trGetStatValue(player, stat) : fetch a stat value from the KB	"trGetStatValue(player, stat) : fetch a stat value from the KB"	ds	1
00bcf9f8	trChatHistoryClear: forces the chat history to reset	"trChatHistoryClear: forces the chat history to reset"	ds	1
00bcfa48	trChatHistoryContains(text): returns whether or not the current chat history has any instance (substring) of this text	"trChatHistoryContains(text): returns whether or not the current chat history has any instance (substring) of this text"	ds	1
00bcfad8	trUnitChangeName(name): set an override name for a specific unit	"trUnitChangeName(name): set an override name for a specific unit"	ds	1
00bcfb30	trRevealEntireMap -- shows whole map, similar to how revealed mode works	"trRevealEntireMap -- shows whole map, similar to how revealed mode works"	ds	1
00bcfb90	trIsMovieNotPlaying() -- returns false if a movie is currently playing	"trIsMovieNotPlaying() -- returns false if a movie is currently playing"	ds	1
00bcfbec	trPlayMovie(<FileName>) -- plays movies from the AVI directory	"trPlayMovie(<FileName>) -- plays movies from the AVI directory"	ds	1
00bcfc44	trClearCounterDisplay()	"trClearCounterDisplay()"	ds	1
00bcfc74	trSetCounterDisplay(text)	"trSetCounterDisplay(text)"	ds	1
00bcfca4	trSetPauseInObjectiveWindow()	"trSetPauseInObjectiveWindow()"	ds	1
00bcfce0	trSetPauseOnAgeUpgrade()	"trSetPauseOnAgeUpgrade()"	ds	1
00bcfd18	trForbidProtounit(player, protoname): adds protounit to the forbidden list	"trForbidProtounit(player, protoname): adds protounit to the forbidden list"	ds	1
00bcfd78	trUnforbidProtounit(player, protoname): removes protounit from the forbidden list	"trUnforbidProtounit(player, protoname): removes protounit from the forbidden list"	ds	1
00bcfde0	trGetWorldDifficulty()	"trGetWorldDifficulty()"	ds	1
00bcfe10	trGetSelectedUnitID(int index)	"trGetSelectedUnitID(int index)"	ds	1
00bcfe44	trGetNumberSelectedUnitIDs()	"trGetNumberSelectedUnitIDs()"	ds	1
00bcfe80	trAIFunc(<playerID> <functionName> <param>: Makes the camera shake.	"trAIFunc(<playerID> <functionName> <param>: Makes the camera shake."	ds	1
00bcfed0	trArmyPlayerDefakify(armyname) : Defakifies the army.	"trArmyPlayerDefakify(armyname) : Defakifies the army."	ds	1
00bcff20	trUnitPlayerDefakify() : Sets the selected unit as not having a fake player	"trUnitPlayerDefakify() : Sets the selected unit as not having a fake player"	ds	1
00bcff88	trArmyPlayerFakify(armyname, fakeplayerindex) : Fakifies the army to the specified fake player index.	"trArmyPlayerFakify(armyname, fakeplayerindex) : Fakifies the army to the specified fake player index."	ds	1
00bd0008	trUnitPlayerFakify(fakePlayerIndex) : Sets the selected unit as having the fake player with the specified index (0-7)	"trUnitPlayerFakify(fakePlayerIndex) : Sets the selected unit as having the fake player with the specified index (0-7)"	ds	1
00bd0098	trPlayerGrantResources(player, resource, amount): advances the campaign.	"trPlayerGrantResources(player, resource, amount): advances the campaign."	ds	1
00bd0100	trCampaignPlayCurrent(): plays the current scenario in the campaign	"trCampaignPlayCurrent(): plays the current scenario in the campaign"	ds	1
00bd0160	trCampaignAdvanceProgress(): advances the user progress through the campaign.(updates user profile only)	"trCampaignAdvanceProgress(): advances the user progress through the campaign.(updates user profile only)"	ds	1
00bd01e8	trCampaignAdvance(): advances the campaign (advance user profile, AND plays the next scenario).	"trCampaignAdvance(): advances the campaign (advance user profile, AND plays the next scenario)."	ds	1
00bd025c	trModeEnter(<name>): enters the mode specified.	"trModeEnter(<name>): enters the mode specified."	ds	1
00bd0298	trIsGadgetVisible(<name>): returns true if gadget is real.	"trIsGadgetVisible(<name>): returns true if gadget is real."	ds	1
00bd02e8	trPlayerKillAllBuildings(<playerID> Kills all of the buildings of a given player.	"trPlayerKillAllBuildings(<playerID> Kills all of the buildings of a given player."	ds	1
00bd0358	trPlayerKillAllUnits(<playerID> Kills all of the units of a given player.	"trPlayerKillAllUnits(<playerID> Kills all of the units of a given player."	ds	1
00bd03c0	trPlayerResetBlackMapForAllPlayers(Resets the black map for all HUMAN players.	"trPlayerResetBlackMapForAllPlayers(Resets the black map for all HUMAN players."	ds	1
00bd0438	trPlayerResetBlackMap(<playerID>: Resets the black map for a given HUMAN player.	"trPlayerResetBlackMap(<playerID>: Resets the black map for a given HUMAN player."	ds	1
00bd04a4	trCameraShake(<duration> <strength>: Makes the camera shake.	"trCameraShake(<duration> <strength>: Makes the camera shake."	ds	1
00bd04f8	trMinimapFlare(<playerID> <duration> <position> <flash>): Sends a Minimap flare to a certain player.	"trMinimapFlare(<playerID> <duration> <position> <flash>): Sends a Minimap flare to a certain player."	ds	1
00bd0570	trRateResearch(void): restore all rates to normal.	"trRateResearch(void): restore all rates to normal."	ds	1
00bd05b4	trRateResearch(<rate>): modify research rate.	"trRateResearch(<rate>): modify research rate."	ds	1
00bd05f4	trRateTrain(<rate>): modify training rate.	"trRateTrain(<rate>): modify training rate."	ds	1
00bd062c	trRateConstruction(<rate>): modify construction rate.	"trRateConstruction(<rate>): modify construction rate."	ds	1
00bd0678	trUIFadeToColor(<r> <g> <b> <duration> <delay> <inout>): fade in/out using color specified.	"trUIFadeToColor(<r> <g> <b> <duration> <delay> <inout>): fade in/out using color specified."	ds	1
00bd06e8	trUIFlashCategory(<category> <flash>): flashes a UI element (maybe).	"trUIFlashCategory(<category> <flash>): flashes a UI element (maybe)."	ds	1
00bd0744	trUIFlash(<proto name> <flash>): flashes a UI element (maybe).	"trUIFlash(<proto name> <flash>): flashes a UI element (maybe)."	ds	1
00bd0794	trUIFlash(<tech id> <flash>): flashes a UI element (maybe).	"trUIFlash(<tech id> <flash>): flashes a UI element (maybe)."	ds	1
00bd07e0	trUIStopFlash(<gadget name>): stops the flashing of a UI element.	"trUIStopFlash(<gadget name>): stops the flashing of a UI element."	ds	1
00bd0838	trUIFlash(<gadget name> <flashLimit> <colorR> <colorG> <colorB>): flashes a UI element.	"trUIFlash(<gadget name> <flashLimit> <colorR> <colorG> <colorB>): flashes a UI element."	ds	1
00bd08a0	trHasNuggetBeenCollected : Returns true if the nugget has been collected, the playerID is an optional parameter for querying if the specific player has collected it.	"trHasNuggetBeenCollected : Returns true if the nugget has been collected, the playerID is an optional parameter for querying if the specific player has collected it."	ds	1
00bd0968	trGetNumberNuggetsGathered : Returns the number of nuggets gathered by the specified player.	"trGetNumberNuggetsGathered : Returns the number of nuggets gathered by the specified player."	ds	1
00bd09e8	trFormationScale(scale): scales the formation size of formations in the game.	"trFormationScale(scale): scales the formation size of formations in the game."	ds	1
00bd0a50	trForceNonCinematicModels(): forces models to be in non cinematic mode	"trForceNonCinematicModels(): forces models to be in non cinematic mode"	ds	1
00bd0ab4	trCinematicDoAbort(): aborts the cinematic.	"trCinematicDoAbort(): aborts the cinematic."	ds	1
00bd0af4	trCinematicAbort(): returns the abort cinematic status.	"trCinematicAbort(): returns the abort cinematic status."	ds	1
00bd0b40	trCounterAbort(name): abort a counter.	"trCounterAbort(name): abort a counter."	ds	1
00bd0b78	trCounterAddUnit(name, playerid, count, message, event): start a counter that may or may not fire an event.	"trCounterAddUnit(name, playerid, count, message, event): start a counter that may or may not fire an event."	ds	1
00bd0bf8	trCounterAddUnit(name, playerid, count, protounit, message, event): start a counter that may or may not fire an event.	"trCounterAddUnit(name, playerid, count, protounit, message, event): start a counter that may or may not fire an event."	ds	1
00bd0c90	trCounterAddTimeMs(name, start, stop, message, event): start a counter that may or may not fire an event.	"trCounterAddTimeMs(name, start, stop, message, event): start a counter that may or may not fire an event."	ds	1
00bd0d10	trCounterAddTime(name, start, stop, message, event): start a counter that may or may not fire an event.	"trCounterAddTime(name, start, stop, message, event): start a counter that may or may not fire an event."	ds	1
00bd0d90	trSetLighting(setname, fadetime): fades to the specified lighting set over fadetime.	"trSetLighting(setname, fadetime): fades to the specified lighting set over fadetime."	ds	1
00bd0df8	trArmyDispatch(<parameters>): creates the units in the army specified.	"trArmyDispatch(<parameters>): creates the units in the army specified."	ds	1
00bd0e50	trArmySelectInt(int playerID, int armyID): selects the units in the army specified.	"trArmySelectInt(int playerID, int armyID): selects the units in the army specified."	ds	1
00bd0eb8	trArmySelect(army info string): selects the units in the army specified.	"trArmySelect(army info string): selects the units in the army specified."	ds	1
00bd0f14	trStopGameRecord: add help string.	"trStopGameRecord: add help string."	ds	1
00bd0f4c	trStartGameRecord: add help string.	"trStartGameRecord: add help string."	ds	1
00bd0f88	trSetFogAndBlackmap(<true/false> <true/false>): turn fog and black map on/off.	"trSetFogAndBlackmap(<true/false> <true/false>): turn fog and black map on/off."	ds	1
00bd0fec	trRenderRain(<float percent>): controls rain rendering.	"trRenderRain(<float percent>): controls rain rendering."	ds	1
00bd1034	trRenderSnow(<float percent>): controls snow rendering.	"trRenderSnow(<float percent>): controls snow rendering."	ds	1
00bd1080	trRenderSky(<true/false> <skyName>): turn sky rendering on/off and set which sky to use.	"trRenderSky(<true/false> <skyName>): turn sky rendering on/off and set which sky to use."	ds	1
00bd10f8	trShowCampaignDlg(NextCampaign): .	"trShowCampaignDlg(NextCampaign): ."	ds	1
00bd1138	trShowWinLose(text, soundfile): message and sound.	"trShowWinLose(text, soundfile): message and sound."	ds	1
00bd117c	trYouLose(text): player loses, specifies message.	"trYouLose(text): player loses, specifies message."	ds	1
00bd11c0	trYouWin(directToMenu): player wins.  If you set directToMenu to true, you go directly to Campaign Menu.	"trYouWin(directToMenu): player wins.  If you set directToMenu to true, you go directly to Campaign Menu."	ds	1
00bd1238	trTechSetStatus(playerID techID status): sets the tech status for the player.	"trTechSetStatus(playerID techID status): sets the tech status for the player."	ds	1
00bd1298	trTechStatusCheck(playerID, techID, techStatus): returns true if tech's status is techStatus.	"trTechStatusCheck(playerID, techID, techStatus): returns true if tech's status is techStatus."	ds	1
00bd1310	trTechStatusResearching(playerID techID): returns true if tech is being researched for player.	"trTechStatusResearching(playerID techID): returns true if tech is being researched for player."	ds	1
00bd1388	trTechStatusActive(playerID techID): returns true if tech is active for player.	"trTechStatusActive(playerID techID): returns true if tech is active for player."	ds	1
00bd13f0	trGameLoadScenario(<dialog message>): pop up a dialog allowing choice to load a scenario.	"trGameLoadScenario(<dialog message>): pop up a dialog allowing choice to load a scenario."	ds	1
00bd1460	trGameLoadScenario(<scenario name>): start a game using scenario.	"trGameLoadScenario(<scenario name>): start a game using scenario."	ds	1
00bd14b8	trGamePause(<true/false>): pause or unpause the game.	"trGamePause(<true/false>): pause or unpause the game."	ds	1
00bd14fc	trWriteToLog(message): Writes text to the Age3Log	"trWriteToLog(message): Writes text to the Age3Log"	ds	1
00bd1540	trChatSendSpoofedToPlayer(fromID toID message): Changes the chat status, but does not append player.  Goes to specific player.	"trChatSendSpoofedToPlayer(fromID toID message): Changes the chat status, but does not append player.  Goes to specific player."	ds	1
00bd15e0	trChatSendSpoofed(fromID message): Changes the chat status, but does not append player.	"trChatSendSpoofed(fromID message): Changes the chat status, but does not append player."	ds	1
00bd1650	trChatSendToPlayer(fromID toID message): Changes the chat status for one specific player.	"trChatSendToPlayer(fromID toID message): Changes the chat status for one specific player."	ds	1
00bd16c0	trChatSend(fromID message): Changes the chat status.	"trChatSend(fromID message): Changes the chat status."	ds	1
00bd170c	trChatSetStatus(<onOff>): Changes the chat status.	"trChatSetStatus(<onOff>): Changes the chat status."	ds	1
00bd1750	trMessageSetText(<text><timeout>): displays the message text.	"trMessageSetText(<text><timeout>): displays the message text."	ds	1
00bd17a8	trCamTrackPlay(<duration> <eventID>): plays the current camera track.	"trCamTrackPlay(<duration> <eventID>): plays the current camera track."	ds	1
00bd1800	trCamTrackLoad(<filename>): Loads a camera track.	"trCamTrackLoad(<filename>): Loads a camera track."	ds	1
00bd1848	trMusicSetMood(<moodID>): Changes the music to mood associated with mood id.	"trMusicSetMood(<moodID>): Changes the music to mood associated with mood id."	ds	1
00bd18a8	trMusicSetCurrentMusicSet(): sets the current music set.	"trMusicSetCurrentMusicSet(): sets the current music set."	ds	1
00bd1900	trMusicStop(): Stops the current music.	"trMusicStop(): Stops the current music."	ds	1
00bd1934	trMusicPlayCurrent(): Plays the current music.	"trMusicPlayCurrent(): Plays the current music."	ds	1
00bd1978	trMusicPlay(<filename> <duration>): Plays the music file.	"trMusicPlay(<filename> <duration>): Plays the music file."	ds	1
00bd19c0	trSoundPlayDialogue(<stringID>, <eventID>, <ignoreOnAbort>, <seconds>): Plays the sound associated with the dialogue.	"trSoundPlayDialogue(<stringID>, <eventID>, <ignoreOnAbort>, <seconds>): Plays the sound associated with the dialogue."	ds	1
00bd1a50	trSoundPlayDialog(<filename>, <event>, <ignoreOnAbort>, <subtitle>, <portrait>): Plays the sound associated with the filename.	"trSoundPlayDialog(<filename>, <event>, <ignoreOnAbort>, <subtitle>, <portrait>): Plays the sound associated with the filename."	ds	1
00bd1ae8	trUnBlockAllAmbientSounds(): Unblocks all ambient sounds that were previously blocked from playing	"trUnBlockAllAmbientSounds(): Unblocks all ambient sounds that were previously blocked from playing"	ds	1
00bd1b68	trBlockAllAmbientSounds(): blocks all ambient sounds from this point forward	"trBlockAllAmbientSounds(): blocks all ambient sounds from this point forward"	ds	1
00bd1bd0	trUnblockAllSounds(): Unblocks all sounds that were previously blocked from playing	"trUnblockAllSounds(): Unblocks all sounds that were previously blocked from playing"	ds	1
00bd1c38	trBlockAllSounds(excludeDialog): Blocks all sounds from playing from this point forward	"trBlockAllSounds(excludeDialog): Blocks all sounds from playing from this point forward"	ds	1
00bd1ca8	trFadeOutAllSounds(<duration>): Fades out all sounds over a given duration	"trFadeOutAllSounds(<duration>): Fades out all sounds over a given duration"	ds	1
00bd1d08	trPlayNextMusicTrack(): Plays the next song in the music play list.	"trPlayNextMusicTrack(): Plays the next song in the music play list."	ds	1
00bd1d68	trFadeOutMusic(<duration>): Fades out current music over a given duration.	"trFadeOutMusic(<duration>): Fades out current music over a given duration."	ds	1
00bd1dc8	trSoundTimer(long milliseconds, long eventID) creates a high performance sound timer and passes the eventID as data.	"trSoundTimer(long milliseconds, long eventID) creates a high performance sound timer and passes the eventID as data."	ds	1
00bd1e50	trSoundPlayPaused(<filename>): Plays the sound associated with the filename.	"trSoundPlayPaused(<filename>): Plays the sound associated with the filename."	ds	1
00bd1eb8	trSoundPlayFN(<filename>): Plays the sound associated with the filename.	"trSoundPlayFN(<filename>): Plays the sound associated with the filename."	ds	1
00bd1f14	trLetterBox(<onOff>): Turns letter box mode on or off.	"trLetterBox(<onOff>): Turns letter box mode on or off."	ds	1
00bd1f58	trSetObscuredUnits( <bool> ): Sets whether or not units can be drawn obscured or not.	"trSetObscuredUnits( <bool> ): Sets whether or not units can be drawn obscured or not."	ds	1
00bd1fc8	trSetUnitIdleProcessing( <bool> ): Sets whether or not units can do their idle processing.	"trSetUnitIdleProcessing( <bool> ): Sets whether or not units can do their idle processing."	ds	1
00bd203c	trEventFire(<eventID>): cause an event to occur.	"trEventFire(<eventID>): cause an event to occur."	ds	1
00bd2080	trEventSetHandler(<eventID> <handler>): sets a handler function for an event id.	"trEventSetHandler(<eventID> <handler>): sets a handler function for an event id."	ds	1
00bd20e8	trSetCinematicUnitSpeaking(objectScenarioName, speaking, duration): Sets the unit as speaking or not.	"trSetCinematicUnitSpeaking(objectScenarioName, speaking, duration): Sets the unit as speaking or not."	ds	1
00bd2170	trPlayerGetPopulation(playerID): returns the player population.	"trPlayerGetPopulation(playerID): returns the player population."	ds	1
00bd21c8	trPlayerAtPopCap(playerID): returns true if player is at pop cap.	"trPlayerAtPopCap(playerID): returns true if player is at pop cap."	ds	1
00bd2220	trObjectiveDiscover(objectiveID, playSound): 'Discovers' a previously unknown (to the player) objective.	"trObjectiveDiscover(objectiveID, playSound): 'Discovers' a previously unknown (to the player) objective."	ds	1
00bd22a0	trObjectiveShow(objectiveID): Shows the specified objective on the UI.	"trObjectiveShow(objectiveID): Shows the specified objective on the UI."	ds	1
00bd22f8	trObjectiveHide(objectiveID): Hides the specified objective on the UI.	"trObjectiveHide(objectiveID): Hides the specified objective on the UI."	ds	1
00bd2350	trObjectiveComplete(objectiveID, forceComplete, playSound): Completes the specified objective.  Forces a reoccurring objective complete if forceComplete is true.	"trObjectiveComplete(objectiveID, forceComplete, playSound): Completes the specified objective.  Forces a reoccurring objective complete if forceComplete is true."	ds	1
00bd2408	trPlayerSetActive(playerID): sets the active player.	"trPlayerSetActive(playerID): sets the active player."	ds	1
00bd2458	trBuildingIsOnCursor(protoname) : Returns true if the proto unit specified is on the cursor and is a building.	"trBuildingIsOnCursor(protoname) : Returns true if the proto unit specified is on the cursor and is a building."	ds	1
00bd24e0	trPlayerCountBuildingInProgress(playerID protoname): returns true if building is being built.	"trPlayerCountBuildingInProgress(playerID protoname): returns true if building is being built."	ds	1
00bd2560	trPlayerModifiedLOS(playerID cansee playerID): Adds/removes LOS between players.	"trPlayerModifiedLOS(playerID cansee playerID): Adds/removes LOS between players."	ds	1
00bd25c8	trPlayerGetDiplomacy(playerID playerID): gets the diplomacy status between players.	"trPlayerGetDiplomacy(playerID playerID): gets the diplomacy status between players."	ds	1
00bd2638	trPlayerSetDiplomacy(playerID playerID status): sets the diplomacy status between players.	"trPlayerSetDiplomacy(playerID playerID status): sets the diplomacy status between players."	ds	1
00bd26ac	trEndGame: Signal that the game has ended.	"trEndGame: Signal that the game has ended."	ds	1
00bd26e8	trSetPlayerWon: call this when a player has won on the local machine (meaning that this func must be called synchronously on all machines, it will not pass around a command.)	"trSetPlayerWon: call this when a player has won on the local machine (meaning that this func must be called synchronously on all machines, it will not pass around a command.)"	ds	1
00bd27a8	trSetPlayerDefeated: call this when a player is defeated on the local machine (meaning that this func must be called synchronously on all machines, it will not pass around a command.)	"trSetPlayerDefeated: call this when a player is defeated on the local machine (meaning that this func must be called synchronously on all machines, it will not pass around a command.)"	ds	1
00bd2878	trPlayerActive(playerID): returns true/false if the player is active.	"trPlayerActive(playerID): returns true/false if the player is active."	ds	1
00bd28d0	trPlayerDefeated(playerID): returns true/false if the player has been defeated.	"trPlayerDefeated(playerID): returns true/false if the player has been defeated."	ds	1
00bd2938	trPlayerCurrentXPCount(playerID): Returns the current (not total) XP for the player.	"trPlayerCurrentXPCount(playerID): Returns the current (not total) XP for the player."	ds	1
